Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0014031,0,3/5/17,20:06:56,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,6,  ,VICTOR                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014032,0,3/5/17,20:13:31,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,2121,429,Multifamily dwelling                              ,94-96   ,  ,STANWOOD                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014033,0,3/5/17,20:15:33,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2122,429,Multifamily dwelling                              ,24,  ,ARCADIA                  ,  ,PARK,                                        ,  ,                         ,  ,    
17-0014036,0,3/5/17,20:35:36,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,2135,331,Hospital - medical or psychiatric                 ,30,  ,WARREN                   ,  ,ST  ,: #13-5186                              ,  ,                         ,  ,    
17-0014037,0,3/5/17,20:38:27,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2111,960,"Street, Other                                     ",700,  ,ATLANTIC                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014039,0,3/5/17,20:44:53,611,Dispatched & cancelled en route                   ,0,0,9,RX             ,Roxbury                                           ,2119,    ,NULL,125,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014040,0,3/5/17,20:48:18,700,"False alarm or false call, Other                  ",0,0,3,BO             ,Boston                                            ,2114,429,Multifamily dwelling                              ,19,  ,MYRTLE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014043,0,3/5/17,21:21:25,113,"Cooking fire, confined to container               ",0,0,3,CH             ,Charlestown                                       ,2129,400,"Residential, Other                                ",1,  ,STARR KING               ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0014045,0,3/5/17,21:28:47,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,0,0,"Property Use, Other                               ",        ,  ,BROADWAY                 ,  ,    ,: @REVERE 8214                          ,  ,                         ,  ,    
17-0014047,0,3/5/17,21:42:02,554,Assist invalid                                    ,0,0,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,225,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014049,0,3/5/17,21:56:35,711,"Municipal alarm system, malicious false alarm     ",0,0,8,MT             ,Mattapan                                          ,2126,963,Street or road in commercial area                 ,        ,  ,BLUE HILL                ,  ,AVE ,: #3658                                 ,  ,RIVER                    ,  ,ST  
17-0014053,0,3/5/17,22:09:41,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2122,429,Multifamily dwelling                              ,1331,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014055,0,3/5/17,22:29:49,511,Lock-out                                          ,0,0,6,SB             ,South Boston                                      ,2127,960,"Street, Other                                     ",457,  ,OLD COLONY               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014056,0,3/5/17,22:37:01,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2122,963,Street or road in commercial area                 ,        ,  ,PARK                     ,  ,ST  ,                                        ,  ,STURTEVANT               ,  ,ST  
17-0014057,0,3/5/17,22:43:57,400,"Hazardous condition, Other                        ",0,0,9,RX             ,Roxbury                                           ,2119,419,1 or 2 family dwelling                            ,45,  ,SAINT RICHARD            ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014060,0,3/5/17,22:55:47,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2215,429,Multifamily dwelling                              ,187,  ,BAY STATE                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0014064,0,3/6/17,0:05:46,621,Wrong location                                    ,0,0,8,DO             ,Dorchester                                        ,2124,419,1 or 2 family dwelling                            ,12,  ,SCHOOL                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014065,0,3/6/17,0:08:43,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2115,962,"Residential street, road or residential driveway  ",        ,  ,HEMENWAY                 ,  ,ST  ,                                        ,  ,BURBANK                  ,  ,ST  
17-0014067,0,3/6/17,0:20:23,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,2115,331,Hospital - medical or psychiatric                 ,210,  ,LONGWOOD                 ,  ,AVE ,: #HAR363                               ,  ,                         ,  ,    
