Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0002232,0,01/11/17,11:28:09,440,"Electrical  wiring/equipment problem, Other       ",0,0,9,RX             ,Roxbury                                           ,02215,331,Hospital - medical or psychiatric                 ,185,  ,PILGRIM                  ,  ,RD  ,: @HOSP-DCN WEST CAMP                   ,  ,                         ,  ,    
17-0002234,0,01/11/17,11:36:08,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02121,213,"Elementary school, including kindergarten         ",189,  ,GLENWAY                  ,  ,ST  ,: @SCH-SARAH GREENWOOD SCHOOL - 189 GLEN,  ,                         ,  ,    
17-0002236,0,01/11/17,11:40:51,553,Public service                                    ,0,0,8,DO             ,Dorchester                                        ,02122,960,"Street, Other                                     ",1154,  ,WILLIAM T MORRISSEY      ,  ,BLVD,: @CIR-NEPONSET CIRCLE                  ,  ,                         ,  ,    
17-0002239,0,01/11/17,11:48:39,900T,BFD Drill                                         ,0,0,1,EB             ,East Boston                                       ,02128,888,Fire station                                      ,1,  ,ASHLEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002240,0,01/11/17,11:55:41,424,Carbon monoxide incident                          ,0,0,12,WR             ,West Roxbury                                      ,02132,419,1 or 2 family dwelling                            ,6,  ,FRANCLAIRE               ,  ,DR  ,                                        ,  ,                         ,  ,    
17-0002241,0,01/11/17,12:02:40,113,"Cooking fire, confined to container               ",0,0,9,JP             ,Jamaica Plain                                     ,02130,210,"Schools, non-adult, other                         ",52,  ,BROOKSIDE                ,  ,AVE ,: #INS1133                              ,  ,                         ,  ,    
17-0002242,0,01/11/17,12:25:23,522,Water or steam leak                               ,0,0,3,BO             ,Boston                                            ,02111,519,"Food and beverage sales, grocery store            ",18,  ,WINTER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002243,0,01/11/17,12:26:18,715,"Local alarm system, malicious false alarm         ",0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",23,  ,LEDGEMERE                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0002244,0,01/11/17,12:29:14,611,Dispatched & cancelled en route                   ,0,0,9,RX             ,Roxbury                                           ,02119,    ,NULL,90,  ,DEWITT                   ,  ,DR  ,                                        ,  ,                         ,  ,    
17-0002245,0,01/11/17,12:32:40,730,"System malfunction, Other                         ",0,0,3,BO             ,Boston                                            ,02110,599,Business office                                   ,101,  ,FEDERAL                  ,  ,ST  ,: #13-1423                              ,  ,                         ,  ,    
17-0002246,0,01/11/17,12:32:48,551,Assist police or other governmental agency        ,0,0,7,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,239,  ,PARK                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002248,0,01/11/17,12:47:40,113,"Cooking fire, confined to container               ",0,0,12,WR             ,West Roxbury                                      ,02132,429,Multifamily dwelling                              ,116,  ,SPRING                   ,  ,ST  ,: #ASG101                               ,  ,                         ,  ,    
17-0002249,0,01/11/17,12:51:02,743,"Smoke detector activation, no fire - unintentional",0,0,7,DO             ,Dorchester                                        ,02122,557,"Personal service, including barber & beauty shops ",95,  ,FREEPORT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002250,0,01/11/17,12:57:49,735,Alarm system sounded due to malfunction           ,0,0,8,MT             ,Mattapan                                          ,02126,429,Multifamily dwelling                              ,878,  ,CUMMINS                  ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0002251,0,01/11/17,13:04:12,734,Heat detector activation due to malfunction       ,0,0,3,BO             ,Boston                                            ,02109,429,Multifamily dwelling                              ,145,  ,COMMERCIAL               ,  ,ST  ,: #13-1251                              ,  ,                         ,  ,    
17-0002254,0,01/11/17,13:12:43,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,170,  ,SAINT BOTOLPH            ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002255,0,01/11/17,13:15:02,400,"Hazardous condition, Other                        ",0,0,3,CH             ,Charlestown                                       ,02129,900,"Outside or special property, Other                ",        ,  ,TUFTS                    ,  ,ST  ,                                        ,  ,WALFORD                  ,  ,WAY 
17-0002256,0,01/11/17,13:36:07,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,8,  ,WHITTIER                 ,  ,PL  ,: #16-1344                              ,  ,                         ,  ,    
