Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0008402,0,02/08/17,17:39:00,711,"Municipal alarm system, malicious false alarm     ",0,0,12,HP             ,Hyde Park                                         ,02136,962,"Residential street, road or residential driveway  ",        ,  ,DANA                     ,  ,AVE ,: #3753                                 ,  ,HYDE PARK                ,  ,AVE
17-0008403,0,02/08/17,17:55:53,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02113,400,"Residential, Other                                ",13,  ,HANOVER                  ,  ,AVE ,                                        ,  ,                         ,  ,
17-0008406,0,02/08/17,18:22:04,611,Dispatched & cancelled en route                   ,0,0,4,JP             ,Jamaica Plain                                     ,02130,460,"Dormitory-type residence, other                   ",170,  ,MORTON                   ,  ,ST  ,": @SHATTUCK SHELTER - 170 MORTON ST, JAM",  ,                         ,  ,
17-0008410,0,02/08/17,18:31:27,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,900,"Outside or special property, Other                ",        ,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,WINSHIP                  ,  ,ST
17-0008412,0,02/08/17,18:33:03,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,148,  ,WORCESTER                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008413,0,02/08/17,18:35:46,500,"Service Call, other                               ",0,0,7,DO             ,Dorchester                                        ,02125,960,"Street, Other                                     ",        ,  ,SYDNEY                   ,  ,ST  ,                                        ,  ,ROMSEY                   ,  ,ST
17-0008416,0,02/08/17,18:45:58,411,Gasoline or other flammable liquid spill          ,0,0,11,BR             ,Allston-Brighton                                  ,02135,900,"Outside or special property, Other                ",        ,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,WINSHIP                  ,  ,ST
17-0008417,0,02/08/17,18:49:53,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02120,400,"Residential, Other                                ",1170,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008418,0,02/08/17,18:50:42,621,Wrong location                                    ,0,0,9,RX             ,Roxbury                                           ,02120,963,Street or road in commercial area                 ,180,  ,RUGGLES                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008420,0,02/08/17,18:58:04,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,02111,400,"Residential, Other                                ",80,  ,MASON                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008422,0,02/08/17,19:12:57,552,Police matter                                     ,0,0,9,RX             ,Roxbury                                           ,02119,900,"Outside or special property, Other                ",450,  ,MELNEA CASS              ,  ,BLVD,: @TROPICAL FOODS MARKET - 450 MELNEA CA,  ,                         ,  ,
17-0008423,0,02/08/17,19:26:19,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",241,E ,NINTH                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008424,0,02/08/17,19:27:47,511,Lock-out                                          ,0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,196,  ,CHESTNUT                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0008426,0,02/08/17,19:34:35,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,02111,400,"Residential, Other                                ",80,  ,MASON                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0008428,0,02/08/17,19:45:13,712,"Direct tie to FD, malicious false alarm           ",0,0,9,JP             ,Jamaica Plain                                     ,02130,311,"24-hour care Nursing homes, 4 or more persons     ",135,S ,HUNTINGTON               ,  ,AVE ,: #12-2383                              ,  ,                         ,  ,
17-0008429,0,02/08/17,19:59:13,553,Public service                                    ,0,0,12,WR             ,West Roxbury                                      ,02467,429,Multifamily dwelling                              ,32,  ,BRYON                    ,  ,RD  ,                                        ,  ,                         ,  ,
17-0008430,0,02/08/17,20:04:47,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,26,  ,WORCESTER                ,  ,ST  ,: #13-1677                              ,  ,                         ,  ,
17-0008432,0,02/08/17,20:08:59,736,CO detector activation due to malfunction         ,0,0,4,RX             ,Roxbury                                           ,02118,429,Multifamily dwelling                              ,26,  ,TROTTER                  ,  ,CT  ,                                        ,  ,                         ,  ,
17-0008434,0,02/08/17,20:29:02,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,900,"Outside or special property, Other                ",94,  ,BYRON                    ,  ,ST  ,                                        ,  ,                         ,  ,
